803753048682033152,"Trump market rally will end after inauguration, expert predicts - CNBC  #market #news "
803753051840544769,"Top Trump Cabinet candidate claimed trans individuals ‘suffer from mental disorders,’ live a ‘freakish lifestyle’  …"
803753051320258560,"Trump tweets about flag burning while actual people burn in TN. 
My thoughts are with their families."
803753052175998976,I liked a  video from   Donald Trump vs Ebenezer Scrooge. Epic Rap Battles of History
803753052238802944,Trump Taps Elaine Chao For Transportation Secretary   #mcggov
803753051081371649,    I got trump on my ass he's a good guy! 
803753053543247872,The whole Trump will be between me and the address to the wind.
803753053736366082,   Two million more votes than Trump.  He is a fraud!
803753053962829824,"Steven Mnuchin, former Goldman Sachs banker, tapped by Trump for Treasury secretary  "
803753054252056576,Trump expected to name former Goldman banker Mnuchin for Treasury source   #mcggov
803753054780669953,Trump expected to name former Goldman banker Mnuchin for Treasury: source  
803753055048974336, your turn Trump's knees are getting tired 
803753056500379648,"""Steven Mnuchin Is Donald Trump’s Expected Choice for Treasury Secretary"" by BINYAMIN APPELBAUM and MAGGIE HABERMA… "
803753057561546752,I added a video to a  playlist  Sanders on Trump: We Need to Think Every Day How to Mobilize People to
803753057821409280, 😂😂 thanks to 
803753058429792256,Sanders blasts Trump's HHS pick: 'What hypocrisy!'  #FeelTheBern
803753059474149377,"  however just because something is legal doesn't mean it's a good idea, like trump wining the election"
803753059146985472,The Great White North is Archiving the Internet in loo of Trump getting his hands on it: 
803753059377520640,"BREAKING: Trump team and United Technologies reach agreement on keeping close to 1,000 factory jobs in Carrier plant in Indiana - sources"
803753059339878400,"Trump is the quintessential insider. He's been on both sides, using donations to get his way. You thought he was going to change that?"
803753059167793152,"His narcissist need for an adoring audience is unbelievable. As Pres, if he meets opposition, will he hold a rally? "
803753059331489792,#3Novices : Donald Trump taps Obamacare critic to overhaul health system  US President-elect Donald Trump named a v…
803753060044390400,"Friendly reminder , along with zucker "
803753060652773376,"  Useful Idiots. You just burned a flag because ""you could"" and Donald Trump has mad YOU the enemy. Nice job."
803753061424381952,"Your Trump-voting auntie, nana, cousin, friend, sibling, parent, whatever…yeah, they’re sociopathic assholes."
803753061806018561,"  GOP &amp; Trump wanted to JAIL Hillary and she didn't break the law.  So no, Petraeus has not been properly held accountable."
803753062389215232,Wow! How can ppl like this woman be so twisted in her thought process? I wonder in her mind does she think all whit… 
803753061684346880,Trump's #health chief: The perfect executioner for  #obama #congress  
803753063538458624,"Trump voters will not understand what they have done until their Medicare, Social Security and health care are gutted. COSTLY EDUCATION"
803753063571931136,BREAKING: Michigan Makes Announcement About Final Vote Count&amp;#8230; Certifies Trump 
803753064603799553,KING COON.👑🐵 
803753065497104384,"US Islamist group arming up in anticipation of Trump, report claims via the  App "
803753065690107905,completely forgot donald trump is out president hahhahahaha. yall stopped talking about it lol
803753066319200256,Trump's New Reality TV Show...: ...is called How Badly Can I Fuck Up the United States?So… 
803753065618833412,And we all know where those hands have been. 
803753066470195200,"This is what I imagine the Trump/Romney dinner will look like tonight.
Oranges in place. Baio in the background wit… "
803753067535421440,"Trump Transition Hints at Wildly Unconventional White House 
CAN'T THEY JUST SAY A NAZI CESSPOOL… "
803753069129375745, &amp;  - Demand Trump rescind Steve Bannon's appointment. 
803753069959843840,U.S. Rep. Michael McCaul fifth Texas Republican to meet with Trump 
803753069607428096, 😩 Sheldon goes lo.C 
803753071033651201,But why aren't we talking enough about the horrible people Trump his choosing for his cabinet
803753070630834177,"well, thats just fuckin stupid,  
C'mon dude, I support u but this is just silly 
 
cc "
803753071192907776,"Trump wanting to limit people's freedom of speech is beyond hypocritical, because I've had to suffer through every hateful speech he's given"
803753071390191617,Nice start.... 
803753072061091840,Paul Krugman: 5.5 million Trump voters could lose health care — because they voted for him 
803753071981445122,preparing for a storm RT: The Internet Archive to safeguard its collection in Canada because of Trump  via 
803753071792812033,VIDEO…  
803753073050984448, Trump’s Claims About Illegal Votes Are Nonsense. I Debunked the Study He Cites as ‘Evidence.’ 
803753074435256320,Donald Trump Is Coming for Your Medicare via  
803753075030663168,"'He once sued daylight saving time. '

get this man some help. "
